name|city|state|address|suggestion
Cleveland Health & Athletic Club - HFC at One Cleveland Center|Cleveland|OH|1375 E 9th St|We suggest you make the price of the gym reasonable.	It's time to clean you gym.	Equipments affects your ratings severely, you should maintain them better or update them.
Riverside Spa|Calgary|AB|110 Point McKay Cres NW|You should provide massage service in your gym.	It is a good idea to provide some exercise class in  your gym.	You should shorten waiting time in your gym.
FreeStyle CrossFit|Las Vegas|NV|727 S Main St|Your should hold more facilities for woman. 	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 89147.	Your staff should be more qualified, responsible and hospitable.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
9Round Mt. Island Lake|Charlotte|NC|3635 Mt Holly-Huntersville Rd|We suggest you make the price of the gym reasonable.	It's time to clean you gym.	Equipments affects your ratings severely, you should maintain them better or update them.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Mayfair Clubs West|Toronto|ON|3855 Chesswood Drive|The contract should be realistic and outright. Something ambiguous or misleading should be avoided.	 We recommend you to improve gyms's service quality.	Your staff should be more qualified, responsible and hospitable.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Morrissette Martial Arts|Litchfield Park|AZ|116 N Old Litchfield Rd, Ste B|Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	It's time to clean you gym.
Cobra Kai Jiu-Jitsu|Las Vegas|NV|1525 W Oakey Blvd|It is a good idea to provide some exercise class in  your gym.	You should create some children-friendly facility to attract customers.	The contract should be realistic and outright. Something ambiguous or misleading should be avoided.	We recommend you provide some special appointment service for customers.
The Little Gym|Charlotte|NC|2935 Providence Rd, Ste 206|We suggest you make the price of the gym reasonable.	It's time to clean you gym.	 We recommend you to improve gyms's service quality.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Complete Fitness|Scottsdale|AZ|10050 N Scottsdale Rd, Ste 111|We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85260.	It's time to clean you gym.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.	We recommend that you provide some place to look after pets when people exercise in your gym.
9round|Cornelius|NC|19930 W Catawba Ave, Ste 200|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 28031.	Your staff should be more qualified, responsible and hospitable.	We recommend you provide some special appointment service for customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
